-5.422999262809753418e-01,-7.598137855529785156e-01,-9.588680267333984375e-01,-8.720997571945190430e-01,-6.726636886596679688e-01,1.011242985725402832e+00,1.029945254325866699e+00,7.800379395484924316e-01,7.556933760643005371e-01,5.389612317085266113e-01
-6.255996823310852051e-01,-8.147338628768920898e-01,-1.006045937538146973e+00,-9.244095683097839355e-01,-7.217740416526794434e-01,9.012584090232849121e-01,9.466851949691772461e-01,6.666253805160522461e-01,6.330670714378356934e-01,4.040230512619018555e-01
-5.256533026695251465e-01,-7.079783678054809570e-01,-8.948726654052734375e-01,-6.993348598480224609e-01,-6.255832910537719727e-01,7.253072857856750488e-01,7.591942548751831055e-01,4.849533736705780029e-01,2.877542674541473389e-01,5.430995486676692963e-03
-4.650975167751312256e-01,-6.236166954040527344e-01,-8.028463721275329590e-01,-5.074810981750488281e-01,-5.378021597862243652e-01,5.986165404319763184e-01,6.078540086746215820e-01,4.000458121299743652e-01,8.439877629280090332e-02,-1.993428468704223633e-01
-4.134926497936248779e-01,-5.199719071388244629e-01,-7.337023615837097168e-01,-3.296282291412353516e-01,-4.353073835372924805e-01,3.684972524642944336e-01,3.422309458255767822e-01,2.428778111934661865e-01,-1.451457738876342773e-01,-4.063778221607208252e-01
-3.054899871349334717e-01,-3.924849629402160645e-01,-7.286473512649536133e-01,-2.539243400096893311e-01,-3.758930563926696777e-01,2.057464793324470520e-02,1.537018641829490662e-02,-7.852346636354923248e-03,-3.413991332054138184e-01,-5.811440348625183105e-01
-8.743202686309814453e-02,-2.847208380699157715e-01,-6.794792413711547852e-01,-1.627251505851745605e-01,-3.113669455051422119e-01,-3.980465829372406006e-01,-2.951574921607971191e-01,-2.787844538688659668e-01,-5.104866027832031250e-01,-7.246307134628295898e-01
1.724039614200592041e-01,-1.661828607320785522e-01,-5.263761878013610840e-01,3.461953252553939819e-02,-1.833781898021697998e-01,-5.555090308189392090e-01,-4.244745969772338867e-01,-3.334545195102691650e-01,-5.768195390701293945e-01,-7.654483914375305176e-01
4.767066836357116699e-01,7.349139079451560974e-03,-2.321176677942276001e-01,3.261474370956420898e-01,1.585377752780914307e-02,-5.658186078071594238e-01,-4.667665362358093262e-01,-2.225495427846908569e-01,-5.846175551414489746e-01,-7.234816551208496094e-01
6.674526929855346680e-01,1.734288632869720459e-01,1.068725436925888062e-01,5.574099421501159668e-01,2.214244306087493896e-01,-5.381473898887634277e-01,-4.780075848102569580e-01,-1.390455514192581177e-01,-5.730168223381042480e-01,-6.625944375991821289e-01
7.978504896163940430e-01,3.455222845077514648e-01,4.355211853981018066e-01,7.456313371658325195e-01,4.749249219894409180e-01,-5.038793087005615234e-01,-4.720277786254882812e-01,-1.588798463344573975e-01,-5.541754961013793945e-01,-6.382372975349426270e-01
9.090004563331604004e-01,5.480698943138122559e-01,7.429363131523132324e-01,9.141908884048461914e-01,7.990304231643676758e-01,-4.623041152954101562e-01,-4.415584802627563477e-01,-2.482727020978927612e-01,-5.356538891792297363e-01,-6.593613624572753906e-01
1.010282397270202637e+00,7.974057197570800781e-01,1.017708539962768555e+00,1.088339805603027344e+00,1.151187419891357422e+00,-3.710989952087402344e-01,-3.380243778228759766e-01,-3.048127591609954834e-01,-4.820821583271026611e-01,-5.796474814414978027e-01
9.940673708915710449e-01,8.287523984909057617e-01,1.053565502166748047e+00,1.120859026908874512e+00,1.205504536628723145e+00,-2.828543484210968018e-01,-2.459295243024826050e-01,-2.500480413436889648e-01,-4.219526648521423340e-01,-4.930360615253448486e-01
8.589962124824523926e-01,7.198023200035095215e-01,9.509874582290649414e-01,1.074220299720764160e+00,1.124615788459777832e+00,-1.107758432626724243e-01,-9.969102591276168823e-02,-7.746165245771408081e-02,-3.221658766269683838e-01,-3.686274290084838867e-01
5.328453779220581055e-01,4.540519118309020996e-01,5.006562471389770508e-01,8.428013920783996582e-01,6.542381644248962402e-01,2.957359552383422852e-01,1.863515377044677734e-01,4.240118265151977539e-01,-1.658907681703567505e-01,-1.318997591733932495e-01
3.918759822845458984e-01,2.726856470108032227e-01,1.292786598205566406e-01,5.738495588302612305e-01,1.902877390384674072e-01,6.937915682792663574e-01,5.017069578170776367e-01,8.816875219345092773e-01,-6.778400391340255737e-03,8.014024794101715088e-02
1.826637685298919678e-01,-3.421030938625335693e-02,-2.347088158130645752e-01,2.118413150310516357e-01,-7.475541532039642334e-02,9.680874347686767578e-01,7.756729125976562500e-01,1.102110385894775391e+00,2.481057941913604736e-01,3.400336802005767822e-01
-1.213774532079696655e-01,-3.959082961082458496e-01,-6.217760443687438965e-01,-3.453347682952880859e-01,-3.357067704200744629e-01,1.092307329177856445e+00,9.806110858917236328e-01,9.844748377799987793e-01,6.054884195327758789e-01,5.144193768501281738e-01
-3.128055930137634277e-01,-5.763365030288696289e-01,-7.938178181648254395e-01,-6.264637112617492676e-01,-4.937571883201599121e-01,1.085211515426635742e+00,1.036372303962707520e+00,8.760347366333007812e-01,7.311290502548217773e-01,5.413172841072082520e-01
